book_name,public_info,rating_num,comment_num
Effective C++中文版,[美] Scott Meyers / 侯捷 / 华中科技大学出版社 / 2001-9 / 49.80元,9.1,(1295人评价)
纳尼亚传奇：魔法师的外甥,[英]C.S.刘易斯 / 米友梅 / 译林出版社 / 2005-11 / 13.00元,8.3,(816人评价)
城市与狗,（秘鲁）略萨 / 赵德明 / 上海译文出版社 / 2009年8月 / 36.00元,8.6,(1210人评价)
Linux C编程实战,童永清 / 人民邮电 / 2008-3 / 49.00元,7.3,(51人评价)
黑太阳,[美] 杰克·威廉森 / 李玲、陈宁 / 四川科学技术出版社 / 2002-10 / 25.00元,7.2,(389人评价)
断舍离（心灵篇）,【日】山下英子 / 王珊 / 广西科学技术出版社 / 2014-3-1 / 32.00元,7.1,(1066人评价)
黄昏使者,（俄）谢尔盖·卢基扬年科 / 吴健平 / 人民文学出版社 / 2008-01 / 27.0,8.6,(741人评价)
百变小樱魔法卡7.小樱卡的诞生,CLAMP / 接力出版社 / 2003-1-1 / 7.80,8.8,(112人评价)
指针的艺术,蔡明志 / 2009-10 / 59.80元,7.4,(14人评价)
平等权利,（英）特里·普拉切特 / 胡纾 / 四川科学技术出版社 / 2007-6 / 16.00元,8.3,(414人评价)
猫女的亲近关系计划（下）,墨舞碧歌 / 2012-10 / 18.90元,2.0,(19人评价)
剧院风情,[英] 萨默塞特·毛姆 / 俞亢咏 / 南京大学出版社 / 2008-2 / 22.00元,8.6,(1837人评价)
黑质三部曲·之二·魔法神刀,（英）菲利普·普尔曼 / 周倩 / 上海译文出版社 / 2006-04 / 22.0,7.9,(780人评价)
守日人,（俄）谢尔盖·卢基扬年科、（俄）符拉基米尔·瓦西里耶夫 / 杨可 / 人民文学出版社 / 2007-08 / 28.0,8.2,(1065人评价)
小津,[美] 唐纳德·里奇 / 连城 / 上海译文出版社 / 2009-4 / 32.00,8.3,(867人评价)
比你想像的更黑暗,杰克.威廉森 / 陈晓莹 / 四川科学技术出版社 / 2003-05-01 / 18.00,7.9,(666人评价)
纳尼亚传奇：黎明踏浪号,[英] C. S. 刘易斯 著、[英] 保利娜·贝恩斯 插图 / 陈良廷 / 译林出版社 / 2005-11 / 15.00元,8.3,(788人评价)
科魔大战,（美）罗杰·泽拉兹尼 / 成都时代出版社 / 2005-08 / 22.00元,6.0,(143人评价)
街角社会,[美] 威廉·富特·怀特 / 黄育馥 / 商务印书馆 / 1994-9-1 / CNY 35.00,8.6,(1135人评价)
被毁灭的人,（美）阿尔弗雷德·贝斯特 / 赵海虹 / 四川科学技术出版社 / 2004-1-1 / 16.00元,8.0,(1387人评价)
Objective-C基础教程,Mark Dalrymple、Scott Knaster / 高朝勤、杨越、刘霞 / 人民邮电出版社 / 2009-8 / 49.00元,7.3,(534人评价)
数据结构,严蔚敏、吴伟民 / 清华大学出版社 / 2007-3-1 / 30.0,7.1,(1184人评价)
网民的狂欢,[美] 安德鲁·基恩 / 丁德良 / 南海出版公司 / 2010-3 / 25.00元,6.9,(770人评价)
Learn C on the Mac (Learn Series),Dave Mark / Apress / 2008-12-08 / USD 39.99,7.8,(22人评价)
公主之死,李贞德 / 三联书店 / 2008-6 / 12.00元,7.8,(1397人评价)
反物质飞船,[美] 杰克·威廉森 / 陈喜荣、曾艳、李毅 / 四川科学技术出版社 / 2002-10 / 15.00元,7.7,(597人评价)
中国城池史,张驭寰 / 百花文艺出版社 / 2003-05-01 / 29.60元,6.5,(62人评价)
别的声音，别的房间,[美] 杜鲁门·卡波特 / 李践、陈星 / 南京大学出版社 / 2011-2 / 26.00元,8.0,(1740人评价)
星际归途,海因莱因 / 陈喜荣 / 四川科学技术出版社 / 2006 / 17.00元,7.1,(171人评价)
UNIX网络编程卷2,Stevens / (影印版) (2002年1月1日) / 2002-4 / 47.0,8.3,(28人评价)
计算机程序的构造和解释,Harold Abelson、Gerald Jay Sussman、Julie Sussman / 裘宗燕 / 机械工业出版社 / 2004-2 / 45.00元,9.5,(1802人评价)
黑质三部曲·之一·黄金罗盘,（英）菲利普·普尔曼 / 周景兴 / 上海译文出版社 / 2006-04 / 21.0,7.9,(1190人评价)
时间回旋,[加] 罗伯特·查尔斯·威尔森 / 陈宗琛 / 新星出版社 / 2008-4 / 29.00元,8.4,(2982人评价)
C程序设计题解与上机指导,谭浩强 / 清华大学出版社 / 2005-7-1 / 21.0,7.2,(69人评价)
解体概要,[法] 萧沆 / 宋刚 / 浙江大学出版社 / 2010-9 / 35.00元,8.9,(1185人评价)
纳尼亚传奇：最后一战,[英]C.S.刘易斯 / 吴岩 / 译林出版社 / 2005-11 / 14.00元,8.2,(635人评价)
银河系公民,(美)罗伯特﹒海因莱因 / 王泰祥 / 四川科学技术出版社 / 2005-6 / 18.00元,8.0,(1303人评价)
亲密行为,德斯蒙德·莫利斯 / 何道宽 / 复旦大学出版社 / 2010-3 / 30.00元,8.3,(1514人评价)
宾克的魔法,（美）皮尔斯·安东尼 / 李克勤 / 四川科学技术出版社 / 2005-09 / 22.0,8.5,(1513人评价)
动物寓言集,[阿根廷] 胡利奥·科塔萨尔 / 李静 / 人民文学出版社 / 2011-4 / 16.00元,8.3,(1606人评价)
薛仁贵征西,单田芳、王莹 / 中原农民出版社 / 1986 / 2.60元,7.5,(13人评价)
一朵桃花倾城开,顾七兮 / 光明日报出版社 / 2013-9 / 28元,4.9,(25人评价)
从缺陷中学习C/C++,人民邮电出版社 / 2013-9-1,6.7,(17人评价)
UML+OOPC嵌入式C语言开发精讲,高焕堂 / 电子工业出版社 / 2008-9 / 68.00元,7.4,(12人评价)
妖魔古墓,[俄]瓦西里·戈洛瓦切夫、叶·古里亚柯夫斯基 / 李志民 / 四川科学技术出版社 / 2004-4 / 22.00元,6.6,(96人评价)
遥远的乡愁,重返61号公路 / 新星出版社 / 2007-9 / 28.00元,8.1,(1230人评价)
Linux C函数库详解词典,徐千洋 / 机械工业 / 2008-1 / 39.00元,7.7,(19人评价)
到灯塔去,(英)弗吉尼亚·伍尔夫 / 瞿世镜 / 上海译文出版社 / 2009-1-1 / 22.00,8.6,(3375人评价)
数据结构题集,严蔚敏、吴伟民 / 清华大学出版社 / 1999-2-1 / 19.00元,6.1,(37人评价)
Python源码剖析,陈儒 / 电子工业出版社 / 2008-6 / 69.80元,8.7,(658人评价)
C程序设计 软件工程环境,Forouzan B.A.、Gilberg R.F. / 黄林鹏、伍建焜、徐小辉 / 机械工业出版社 / 2008-6 / 89.00元,7.8,(10人评价)
宝石胸针·百变小樱魔法卡,CLAMP / 徐文波 / 接力出版社 / 2003-1-1 / 7.8,8.9,(105人评价)
我的家在西双版纳,猪乐桃 / 重庆出版社 / 2007-10 / 22.0,8.6,(1748人评价)
Linux C程序设计大全,吴岳 / 清华大学 / 2009-2 / 89.00元,5.2,(22人评价)
给曾祖父的礼物·百变小樱魔法卡,CLAMP / 刘娜 / 接力出版社 / 2003-1-1 / 7.8,8.9,(116人评价)
不必读书目,刀尔登 / 山西人民出版社 / 2012-2-1 / 25.00元,7.4,(1651人评价)
程序设计教程,陈家骏 / 机械工业出版社 / 2005-2 / 32.00元,8.1,(30人评价)
乡土中国 生育制度,费孝通 / 北京大学出版社 / 1998-5-1 / 26.00元,9.3,(3426人评价)
瓦伦丁君王的城堡（上下）,罗伯特·西尔弗伯格 / 成都时代出版社 / 2005-8 / 48.00元,6.9,(29人评价)
伟大的电影,罗杰·伊伯特 / 殷宴、周博群 / 广西师范大学出版社 / 2012-5 / 68.00元,8.8,(1335人评价)
0 bug,肖舸 / 2010-1 / 68.00元,3.6,(121人评价)
科幻爱好者手册,周孟璞 / 四川辞书出版社 / 2000-04 / 22.00,7.2,(45人评价)
杰姆星JEM,弗雷德里克・波尔 / 王荣生、秦月 / 四川科学技术出版社 / 1999-8 / 25.00元,7.2,(38人评价)
我看见声音,王晓书 / 浙江人民出版社 / 2003-10-1 / 19.00,6.8,(28人评价)
精灵宝钻,托尔金 / 李尧 / 译林出版社 / 2004-05 / 21.3,8.5,(1951人评价)
邮递员搜奇簿,小妞不吃燕麦粥 / 九州出版社 / 2015-4-1 / 32.80,7.0,(21人评价)
美国最佳科幻小说年度选 第20辑（上、下）,[美]加德纳·多佐伊斯 / 四川出版集团 / 2005-3 / 56,7.4,(55人评价)
C语言范例开发大全,2010-6 / 89.00元,7.5,(11人评价)
"Art across Time, Volume 2, w/ Art CD-ROM",Laurie Schneider Adams / McGraw-Hill Humanities/Social Sciences/Languages / 2001-08-08 / USD 70.94,7.8,(19人评价)
炒股的智慧,陈江挺 / 经济科学出版社 / 2004-1 / 22.00元,8.9,(2020人评价)
陈丹青音乐笔记,陈丹青 / 上海音乐出版社 / 2002-3 / 25.00元,7.8,(2209人评价)
Python基础教程,Magnus Lie Hetland / 司维、曾军崴、谭颖华 / 人民邮电出版社 / 2010年7月 / 69.00元,8.0,(1553人评价)
Linux环境下C编程指南,杨树青 / 清华大学出版社 / 2007-5 / 42.00元,5.7,(49人评价)
沙丘,[美] 弗兰克·赫伯特 / 顾备 / 四川科学技术出版社 / 2006-01 / 42.00元,8.7,(3030人评价)
武士道,(日)新渡户稻造 / 张俊彦 / 商务印书馆 / 1993年2月 / 7.00,7.8,(2328人评价)
星云Ⅴ：格兰格尔5号,吴弼川 / 四川科学技术出版社 / 2006-11 / 15.00元,7.2,(524人评价)
"C How to Program, Fifth Edition",Paul J. Deitel、Harvey M. Deitel / Prentice Hall / 2006-09-04 / USD 118.00,7.8,(11人评价)
深河,远藤周作 / 林水福 / 南海出版公司 / 2009-7-1 / 25.00元,8.6,(2899人评价)
电影艺术（插图第8版）,[美] 大卫·波德维尔、克里斯汀·汤普森 / 曾伟祯 / 世界图书出版公司 / 2008-10 / 78.00元,8.9,(2188人评价)
C语言入门很简单,马磊 / 清华大学出版社 / 2012-6 / 49.00元,6.8,(10人评价)
落脚城市,(加拿大)道格·桑德斯 / 陈信宏 / 上海译文出版社 / 2012-2 / 35.00元,8.4,(1480人评价)
C#程序设计,Jesse Liberty / 刘基诚 / 中国电力出版社 / 2002-4 / 75.00元,7.6,(23人评价)
我和我的影子,张之路 / 浙江少年儿童出版社 / 2002年10月 / 7.50元,8.2,(59人评价)
掉线-星云VI,拉拉 / 四川科学技术出版社 / 2007-8 / 15.00元,7.4,(833人评价)
社会学的想像力,（美）米尔斯 / 陈强、张永强 / 生活·读书·新知三联书店 / 2005-03 / 18.00元,8.6,(1814人评价)
C语言详解,[美]JeriR.Hanly、Elliot Koffman / 万波、潘蓉、郑海红 / 人民邮电出版社 / 2007-11-1 / 69.00元,7.6,(14人评价)
格林童话故事全集.秋,格林 / 徐珞 / 第1版 (2005年12月1日) / 2004-11 / 21.8,8.2,(17人评价)
手机,（美）斯蒂芬·金 / 夏菁 / 上海译文出版社 / 2007-01 / 26.00元,6.8,(1650人评价)
救世主,BENJAMIN / 人民文学出版社 / 2007-5 / 21.00元,7.7,(1874人评价)
梦里人6,姚非拉 / 接力出版社 / 2006-01-01 / RMB 9.8,8.8,(395人评价)
斜阳,（日）太宰治 / 杨伟、张嘉林 / 重庆出版社 / 2008-10 / 23.80元,8.6,(4723人评价)
计算中的上帝,(加拿大)罗伯特﹒J﹒索耶 / 张建光 / 四川科学技术出版社 / 2003-09-01 / 18.00元,8.3,(3742人评价)
人变火星人,弗雷德里克・波尔 / 蓝天 / 四川科学技术出版社 / 1999-8 / 18.00,6.6,(37人评价)
沉睡的谋杀案,[英]阿加莎·克里斯蒂 / 张建平 / 人民文学出版社 / 2007-8 / 17.00元,7.6,(1953人评价)
绝杀,朱古力 / 春风文艺出版社 / 2006-4 / 22.00元,7.7,(841人评价)
21天学通C语言,王正仲 / 电子工业出版社 / 2009-1 / 49.80元,7.6,(13人评价)
2005年中国奇幻文学精选,胡晓晖等编选 / 长江文艺出版社 / 2006-1 / 36.00元,6.9,(23人评价)
这辈子难道就这样吗,周语 编 / 2010-10 / 25.00元,6.1,(24人评价)
自杀论,[法] 埃米尔·迪尔凯姆 / 冯韵文 / 商务印书馆 / 1996-12 / 27.00元,8.3,(2452人评价)
纳拉贝拉星际演出公司,弗雷德里克・波尔 / 仲仁 / 四川科学技术出版社 / 1999 / 26.0,6.3,(26人评价)
想象的共同体,本尼迪克特·安德森 / 吴叡人 / 上海人民出版社 / 2005-4 / 24.00,8.8,(2427人评价)
Linux环境C程序设计,徐诚、高莹婷 / 清华大学出版社 / 2010-1 / 69.00元,6.6,(18人评价)
品悟C,薛非 / 2012-10 / 69.00元,2.8,(152人评价)
编码的奥秘,Charles Petzold / 伍卫国、王宣政、孙燕妮 / 机械工业出版社 / 2000-9-1 / 24.00,9.3,(1225人评价)
梦里人2,姚非拉 / 接力出版社 / 2006-1 / 9.80元,8.7,(441人评价)
假面自白,[日] 三岛由纪夫 / 唐月梅 / 上海译文出版社 / 2009-1 / 18.00,8.4,(4068人评价)
这些道理没有人告诉过你,杨萃先 / 群言出版社 / 2007-9 / 32.00元,8.0,(2517人评价)
隐之书,[英] A·S·拜雅特 / 于冬梅、宋瑛堂 / 南海出版公司 / 2008-5 / 29.80,7.5,(2885人评价)
裸猿,德斯蒙德·莫利斯 / 何道宽 / 复旦大学出版社 / 2010-3 / 30.00元,8.6,(2908人评价)
梦里人5,姚非拉 / 接力出版社 / 2006-01-01 / 9.80元,8.8,(380人评价)
梁实秋散文精选,梁实秋 / 浙江文艺出版社 / 2004-6 / 10.00元,8.7,(25人评价)
星云III-基因战争,DHEW等 / 四川科学技术出版社 / 2006-2 / 15.00元,7.3,(931人评价)
沉默的证人,（英）阿加莎·克里斯蒂 / 韩英鑫、吕方 / 人民文学出版社 / 2008-01 / 25.00元,7.5,(2331人评价)
梦里人3,姚非拉 / 接力出版社 / 2006-01-01 / 9.8,8.7,(386人评价)
梦里人4,姚非拉 / 接力出版社 / 2006-01-01 / 9.80元,8.8,(372人评价)
邪恶催眠师,周浩晖 / 同心出版社 / 2013-6-25 / 32.00元,7.2,(2332人评价)
搏击俱乐部,[美] 恰克·帕拉尼克 / 冯涛 / 上海人民出版社 / 2009-7 / 24.00元,8.7,(5459人评价)
精通UNIX下C语言编程与项目实践,朱云翔 / 电子工业 / 2007-12 / 48.80元,7.0,(20人评价)
格调,保罗.福塞尔(美) / 梁丽真、乐涛、石涛 / 中国社会科学出版社 / 1998-12 / 18.00,7.7,(4321人评价)
我的帝王生涯,苏童 / 上海文艺出版社 / 2005-12 / 16.00元,8.2,(6437人评价)
星云IV-深瞳,陈楸帆、七月、飞氘 / 四川科学技术出版社 / 2006-9 / 15.00元,6.8,(861人评价)
流动的盛宴,[美] 海明威 / 汤永宽 / 上海译文出版社 / 2009-1 / 28.00,8.3,(4073人评价)
童年的消逝,[美] 尼尔・波兹曼 / 吴燕莛 / 广西师范大学出版社 / 2011-6 / 29.80元,8.4,(3488人评价)
诗翁彼豆故事集,[英] J. K. 罗琳 / 马爱农 / 人民文学出版社 / 2008-12 / 18.00元,8.0,(4492人评价)
雷蒙德·卡佛短篇小说自选集,[美] 雷蒙德·卡佛 / 汤伟 / 人民文学出版社 / 2009-9 / 29.80,8.6,(4383人评价)
红胶囊的悲伤1号,红胶囊 / 知识出版社 / 2003-9 / 16.8,8.0,(64人评价)
蚁族,廉思 / 广西师范大学出版社 / 2009-9 / 29.00元,7.8,(4991人评价)
雕刻时光,[苏] 安德烈·塔可夫斯基 / 陈丽贵、李泳泉 / 人民文学出版社 / 2003-08 / 25.00元,9.0,(3914人评价)
天真的人类学家,[英] 奈吉尔·巴利 / 何颖怡 / 广西师范大学出版社 / 2011-7 / 35.00元,8.9,(4037人评价)
规训与惩罚,[法] 米歇尔·福柯 / 刘北成、杨远婴 / 生活·读书·新知三联书店 / 2003-1 / 21.80元,9.1,(3300人评价)
八十年代访谈录,查建英 主编 / 生活·读书·新知三联书店 / 2006-5 / 38.00元,8.1,(7105人评价)
TURBO C 实用大全,"徐科 / 
       / 2000-2 / 42.00元",7.4,(11人评价)
初夏荷花时期的爱情,朱天心 / 上海人民出版社 / 2010年8月 / 26.00元,7.7,(4622人评价)
C程序设计思想与方法,尹宝林 / 2009-1 / 36.00元,7.6,(15人评价)
江村经济,费孝通 / 商务印书馆 / 2001-3 / 26.00元,9.0,(3283人评价)
藏书室女尸之谜,[英] 阿加莎·克里斯蒂(Agatha Christie) / 任林静 / 人民文学出版社 / 2007-04 / 17.00元,7.3,(3055人评价)
草房子,曹文轩 / 江苏少年儿童出版社 / 2009-6 / 18.00元,9.0,(7655人评价)
泪空,颜岸 / 海天出版社 / 2009-5 / 25.00元,6.6,(29人评价)
岩洞试胆比赛,CLAMP / 赵瑾 / 接力出版社 / 2003-1-1 / 7.80,9.0,(94人评价)
我的路5,寂地 / 黑龙江美术出版社 / 2009-08-01 / 25.00元,8.8,(7701人评价)
沧浪之水,阎真 / 人民文学出版社 / 2001-10 / 26.00元,8.5,(10102人评价)
长腿叔叔,[美] 简·韦伯斯特 / 艾柯 / 华文出版社 / 2002-1 / 19.80元,8.5,(7667人评价)
超合金社团（1、2）,LING、风息神泪 / 黑龙江美术出版社 / 2007-03-01 / 12.8,8.9,(2770人评价)
纽约琐记（修订版）,陈丹青 / 广西师范大学出版社 / 2007-11 / 48.00元,8.3,(5362人评价)
一万小时天才理论,[美] 丹尼尔·科伊尔 / 张科丽 / 中国人民大学出版社 / 2010-2 / 32.00元,7.4,(4112人评价)
C指针编程之道,2011-6 / 55.00元,6.8,(13人评价)
红胶囊的悲伤2号,红胶瓤  绘/文 / 知识出版社 / 2003-9 / 18.80元,8.2,(64人评价)
女人梦,杨二车娜姆 / 中国青年出版社 / 2002-9-1 / 19.00元,6.6,(45人评价)
前汉演义（下册）,蔡东藩 / 上海文化出版社 / 1979-7 / 1.30元,7.7,(41人评价)
退步集续编,陈丹青 / 广西师范大学出版社 / 2007-4 / 36.00元,8.2,(5331人评价)
魔法激战,CLAMP / 赵瑾 / 接力出版社 / 2003-1 / 7.80元,9.2,(58人评价)
红颜乱,朵朵舞 / 河南文艺出版社 / 2006-12-01 / 25.00元,7.3,(6777人评价)
四大元素卡,CLAMP / 赵谨 / 接力出版社 / 2003-1-1 / 7.8,9.2,(46人评价)
无敌咒语,CLAMP / 赵谨 / 接力出版社 / 2003-1-1 / 7.8,9.0,(52人评价)
C语言参悟之旅,2010-3 / 49.00元,7.0,(11人评价)
精通Matlab与C/C++混合程序设计,刘维 / 北京航空航天大学 / 2008-1 / 39.00元,6.6,(11人评价)
犬夜叉01,高橋留美子 / 田家 / 青文 / 2004.05 / 80元,8.2,(9180人评价)
城市猎人,[日] 北条司 / 内蒙古人民出版社 / 2005 / 6.90,8.6,(9091人评价)
C程序设计题解与上机指导,谭浩强 / 清华大学 / 2000-9-1 / 19.50元,6.3,(52人评价)
杜拉拉3,李可 / 江苏文艺出版社 / 2010-5 / 29.80元,7.5,(10003人评价)
镜·神寂,沧月 / 天津人民出版社 / 2007-8 / 25.00元,8.6,(9153人评价)
中国古典名著译注丛书,广州出版社 / 2001-07 / 114.00元(全12册),8.5,(25人评价)
梦中的大鸟,CLAMP / 胡楠 / 接力出版社 / 2003-1-1 / 7.80,9.2,(52人评价)
C语言大学实用教程,苏小红，陈惠鹏， / 电子工业出版社 / 2007-2 / 33.00元,7.6,(24人评价)
斯泰尔斯庄园奇案,[英] 阿加莎·克里斯蒂 / 丁大刚 / 人民文学出版社 / 2006-11 / 17.00元,7.9,(7275人评价)
草样年华Ⅱ,孙睿 / 长江文艺出版社 / 2005-9 / 18.00元,7.2,(8927人评价)
奇怪的门,CLAMP / 赵谨 / 接力出版社 / 2003-1-1 / 7.8,9.0,(43人评价)
Linux高级程序设计,2009-10 / 49.00元,6.9,(19人评价)
观月老师,CLAMP / 孟颖 / 接力出版社 / 2003-1 / 7.80元,9.0,(55人评价)
西太后的一生,何泽福、陆汉椿 吴名贵 / 少年儿童出版社 / 1980-08-01 / 0.35,7.1,(10人评价)
走进夜晚,叶兆言 / 春风文艺出版社 / 1997-10-01 / 17.98,6.2,(37人评价)
替身,[法] M·A·雷让 / 朱福铮 / 科学普及出版社 / 1996-1 / 5.00元,6.7,(13人评价)